ODDS,CS,count
2.15-3.79-3.38,0-0,1
2.16-3.08-4.31,2-0,1
2.16-3.25-3.93,3-1,1
2.16-3.3-3.86,4-1,1
2.16-3.3-3.93,1-1,1
2.16-3.32-3.85,2-1,1
2.16-3.36-3.79,2-2,1
2.16-3.38-3.75,1-1,1
2.16-3.42-3.69,2-2,1
2.16-3.44-3.68,3-0,1
2.16-3.45-3.67,2-0,1
2.16-3.46-3.66,1-3,1
2.16-3.47-3.71,2-0,1
2.16-3.48-3.57,0-0,1
2.16-3.51-3.6,1-3,1
2.16-3.54-3.59,1-2,1
2.16-3.6-3.51,0-2,1
2.16-3.67-3.45,1-1,1
2.16-3.72-3.46,4-0,1
2.16-3.76-3.37,4-1,1
2.16-3.78-3.36,0-1,1
2.17-3.24-3.92,1-1,1
2.17-3.26-3.96,3-1,1
2.17-3.28-3.86,1-0,1
2.17-3.34-3.77,2-1,1
2.17-3.39-3.66,3-1,1
2.17-3.42-3.69,1-1,1
2.17-3.44-3.74,2-1,1
2.17-3.48-3.62,3-0,1
2.17-3.49-3.61,1-0,1
2.17-3.53-3.64,0-1,1
2.17-3.57-3.52,2-0,1
2.17-3.58-3.51,0-1,1
2.17-3.6-3.5,0-0,1
2.17-3.62-3.47,1-0,1
2.17-3.71-3.4,1-0,1
2.17-3.83-3.25,3-0,1
2.18-3.15-4.03,2-1,1
2.18-3.21-3.99,0-0,1
2.18-3.29-3.78,0-0,1
2.18-3.33-3.7,2-2,1
2.18-3.42-3.64,1-2,1
2.18-3.42-3.65,0-1,1
2.18-3.48-3.59,0-3,1
2.18-3.49-3.63,0-0,1
2.18-3.51-3.56,3-3,1
2.18-3.53-3.53,4-1,1
2.18-3.55-3.5,1-2,1
2.18-3.59-3.48,4-2,1
2.18-3.59-3.54,3-1,1
2.18-3.62-3.44,1-1,1
2.18-3.68-3.33,3-1,1
2.18-3.72-3.37,1-1,1
2.19-3.15-4.05,1-1,1
2.19-3.35-3.7,1-0,1
2.19-3.37-3.75,1-0,1
2.19-3.43-3.54,1-0,1
2.19-3.44-3.59,2-1,1
2.19-3.52-3.45,7-1,1
2.19-3.53-3.5,0-0,1
2.19-3.57-3.47,0-1,1
2.19-3.58-3.46,3-0,1
2.19-3.6-3.43,0-0,1
2.19-3.6-3.45,0-1,1
2.19-3.61-3.37,3-2,1
2.19-3.61-3.43,1-1,1
2.19-3.7-3.35,2-0,1
2.19-3.71-3.34,0-2,1
2.19-3.71-3.4,1-3,1
2.2-2.79-4,1-2,1
2.2-2.9-3.75,1-2,1
2.2-3-3.5,2-1,1
2.2-3.1-3.97,2-2,1
2.2-3.25-3.8,2-0,1
2.2-3.3-3.8,1-0,1
2.2-3.32-3.69,0-1,1
2.2-3.32-3.72,2-0,1
2.2-3.39-3.25,2-1,1
2.2-3.39-3.63,1-0,1
2.2-3.42-3.59,1-1,1
2.2-3.43-3.58,2-0,1
2.2-3.46-3.5,0-1,1
2.2-3.48-3.52,1-0,1
2.2-3.51-3.5,1-1,1
2.2-3.55-3.46,3-0,1
2.2-3.57-3.44,2-0,1
2.2-3.59-3.41,1-1,1
2.2-3.6-3.41,1-1,1
2.2-3.66-3.42,1-1,1
2.21-3.16-3.98,2-0,1
2.21-3.2-3.85,1-2,1
2.21-3.23-3.89,0-0,1
2.21-3.27-3.75,1-1,1
2.21-3.34-3.65,5-0,1
2.21-3.38-3.61,1-1,1
2.21-3.38-3.67,3-2,1
2.21-3.44-3.61,1-2,1
2.21-3.45-3.47,2-1,1
2.21-3.45-3.53,1-2,1
2.21-3.49-3.55,1-0,1
2.21-3.5-3.47,1-3,1
2.21-3.5-3.48,2-2,1
2.21-3.51-3.47,1-0,1
2.21-3.54-3.5,3-2,1
2.21-3.56-3.43,2-1,1
2.21-3.64-3.4,2-0,1
2.21-3.74-3.28,0-0,1
2.21-3.87-3.18,2-1,1
2.22-3.09-3.98,2-0,1
2.22-3.18-3.92,0-1,1
2.22-3.24-3.83,2-0,1
2.22-3.27-3.78,1-1,1
2.22-3.3-3.69,1-2,1
2.22-3.36-3.69,1-0,1
2.22-3.45-3.51,0-0,1
2.22-3.45-3.52,1-0,1
2.22-3.46-3.44,3-0,1
2.22-3.46-3.51,0-2,1
2.22-3.47-3.49,1-2,1
2.22-3.48-3.48,2-4,1
2.22-3.5-3.46,3-2,1
2.22-3.51-3.39,6-0,1
2.22-3.53-3.43,1-2,1
2.22-3.54-3.42,1-2,1
2.22-3.54-3.48,0-0,1
2.22-3.56-3.41,0-0,1
2.22-3.59-3.36,1-4,1
2.22-3.62-3.4,4-1,1
2.22-3.67-3.26,2-3,1
2.22-3.69-3.29,1-1,1
2.23-3.31-3.71,2-2,1
2.23-3.39-3.55,1-1,1
2.23-3.41-3.45,2-2,1
2.23-3.42-3.57,1-0,1
2.23-3.43-3.51,0-2,1
2.23-3.46-3.41,0-0,1
2.23-3.46-3.49,2-2,1
2.23-3.47-3.47,3-1,1
2.23-3.49-3.45,1-0,1
2.23-3.51-3.42,2-1,1
2.23-3.54-3.41,1-0,1
2.23-3.55-3.39,1-2,1
2.23-3.56-3.32,2-2,1
2.23-3.6-3.36,1-1,1
2.23-3.74-3.23,1-0,1
2.23-4.02-3.05,1-1,1
2.24-3.27-3.67,3-4,1
2.24-3.32-3.59,0-1,1
2.24-3.34-3.58,0-2,1
2.24-3.36-3.49,0-1,1
2.24-3.41-3.44,2-0,1
2.24-3.41-3.5,2-0,1
2.24-3.41-3.55,1-1,1
2.24-3.42-3.43,4-1,1
2.24-3.43-3.48,1-1,1
2.24-3.46-3.47,1-0,1
2.24-3.55-3.37,3-2,1
2.24-3.58-3.33,2-1,1
2.24-3.74-3.22,2-1,1
2.24-3.75-3.2,0-2,1
2.24-3.8-3.22,3-1,1
2.25-3-3,2-1,1
2.25-3.1-3.29,0-2,1
2.25-3.1-3.3,1-1,1
2.25-3.17-3.76,2-0,1
2.25-3.22-3.7,2-1,1
2.25-3.25-3.25,2-1,1
2.25-3.28-3.62,1-0,1
2.25-3.32-3.56,5-1,1
2.25-3.4-3.25,1-0,1
2.25-3.44-3.39,1-1,1
2.25-3.44-3.46,1-0,1
2.25-3.46-3.42,1-2,1
2.25-3.5-3.39,0-2,1
2.25-3.51-3.38,3-2,1
2.25-3.57-3.39,3-2,1
2.25-3.59-3.3,0-0,1
2.25-3.6-2.87,1-0,1
2.25-3.6-2.89,1-0,1
2.25-3.64-3.31,4-0,1
2.25-3.66-3.2,0-0,1
2.25-3.67-3.25,2-1,1
2.25-3.76-3.18,0-1,1
2.26-3.2-3.69,0-0,1
2.26-3.24-3.66,2-1,1
2.26-3.26-3.68,3-1,1
2.26-3.31-3.57,0-0,1
2.26-3.36-3.58,1-0,1
2.26-3.38-3.48,1-1,1
2.26-3.39-3.48,1-3,1
2.26-3.39-3.49,1-3,1
2.26-3.41-3.39,0-2,1
2.26-3.41-3.4,1-0,1
2.26-3.43-3.43,1-0,1
2.26-3.47-3.45,2-1,1
2.26-3.5-3.36,0-1,1
2.26-3.56-3.32,0-1,1
2.26-3.58-3.29,4-4,1
2.26-3.58-3.3,1-1,1
2.26-3.6-3.29,0-0,1
2.26-3.61-3.28,0-0,1
2.27-3.11-3.65,0-1,1
2.27-3.22-3.66,0-1,1
2.27-3.27-3.58,2-1,1
2.27-3.36-3.49,1-1,1
2.27-3.38-3.47,1-1,1
2.27-3.44-3.4,2-3,1
2.27-3.46-3.44,0-4,1
2.27-3.56-3.36,2-1,1
2.27-3.62-3.24,2-3,1
2.27-3.65-3.21,2-0,1
2.27-3.74-3.21,1-0,1
2.28-3.12-3.77,0-1,1
2.28-3.12-3.78,2-0,1
2.28-3.13-3.74,1-0,1
2.28-3.17-3.69,1-0,1
2.28-3.22-3.63,1-1,1
2.28-3.34-3.43,1-1,1
2.28-3.34-3.48,1-3,1
2.28-3.36-3.41,1-0,1
2.28-3.37-3.45,1-2,1
2.28-3.42-3.34,1-2,1
2.28-3.43-3.46,0-2,1
2.28-3.56-3.32,2-1,1
2.28-3.59-3.25,1-1,1
2.28-3.62-3.27,2-3,1
2.29-2.87-3.5,1-3,1
2.29-2.87-3.6,0-0,1
2.29-3.27-3.54,0-2,1
2.29-3.41-3.39,0-0,1
2.29-3.42-3.31,2-4,1
2.29-3.43-3.37,1-1,1
2.29-3.45-3.4,0-1,1
2.29-3.46-3.34,3-1,1
2.29-3.48-3.26,7-1,1
2.29-3.49-3.32,1-2,1
2.29-3.51-3.34,2-1,1
2.29-3.53-3.22,3-1,1
2.29-3.53-3.26,1-4,1
2.29-3.54-3.26,4-1,1
2.29-3.6-2.87,2-2,1
2.29-3.61-3.2,1-1,1
2.29-3.62-3.21,1-1,1
2.29-3.81-3.06,4-1,1
2.3-3.2-3.1,2-2,1
2.3-3.25-3.1,1-1,1
2.3-3.25-3.6,1-0,1
2.3-3.27-3.51,2-0,1
2.3-3.3-3.55,2-1,1
2.3-3.31-3.46,2-2,1
2.3-3.32-3.46,1-2,1
2.3-3.32-3.47,2-2,1
2.3-3.34-3.38,0-4,1
2.3-3.34-3.51,1-1,1
2.3-3.45-3.39,1-1,1
2.3-3.47-3.36,1-0,1
2.3-3.48-3.25,0-2,1
2.3-3.55-3.25,2-0,1
2.3-3.62-3.25,1-1,1
2.3-3.69-3.08,4-1,1
2.31-3.12-3.69,1-3,1
2.31-3.35-3.46,0-3,1
2.31-3.36-3.39,0-0,1
2.31-3.4-3.35,0-0,1
2.31-3.44-3.37,0-0,1
2.31-3.45-3.25,3-1,1
2.31-3.47-3.3,1-1,1
2.31-3.48-3.27,1-1,1
2.31-3.49-3.33,1-1,1
2.31-3.5-3.27,2-1,1
2.31-3.51-3.26,2-1,1
2.31-3.52-3.24,3-3,1
2.31-3.54-3.23,1-0,1
2.31-3.58-3.15,0-0,1
2.31-3.6-3.18,3-0,1
2.31-3.64-3.15,3-0,1
2.31-3.65-3.14,0-3,1
2.31-3.85-3.01,0-1,1
2.32-3.15-3.62,2-1,1
2.32-3.16-3.67,0-0,1
2.32-3.18-3.51,1-0,1
2.32-3.21-3.6,0-3,1
2.32-3.23-3.51,3-2,1
2.32-3.23-3.52,1-1,1
2.32-3.33-3.45,2-0,1
2.32-3.34-3.39,3-2,1
2.32-3.35-3.4,1-0,1
2.32-3.37-3.36,1-1,1
2.32-3.38-3.35,1-2,1
2.32-3.4-3.33,1-0,1
2.32-3.41-3.32,2-0,1
2.32-3.42-3.32,3-1,1
2.32-3.42-3.38,2-0,1
2.32-3.44-3.31,2-0,1
2.32-3.5-3.2,2-1,1
2.32-3.51-3.23,3-2,1
2.32-3.56-3.25,1-0,1
2.32-3.59-3.17,2-1,1
2.32-3.6-3.21,1-3,1
2.32-3.61-3.16,3-1,1
2.32-3.67-3.15,1-2,1
2.32-3.84-3.04,2-2,1
2.33-3.13-3.69,2-2,1
2.33-3.27-3.38,1-1,1
2.33-3.28-3.45,2-1,1
2.33-3.29-3.41,0-1,1
2.33-3.32-3.39,0-0,1
2.33-3.39-3.37,3-4,1
2.33-3.4-3.31,2-0,1
2.33-3.42-3.29,1-4,1
2.33-3.5-3.23,3-1,1
2.33-3.54-3.14,1-1,1
2.33-3.57-3.16,3-1,1
2.33-3.71-3.07,1-0,1
2.33-3.76-3.03,1-0,1
2.33-3.9-2.99,1-1,1
2.34-3.14-3.59,1-0,1
2.34-3.21-3.55,3-1,1
2.34-3.24-3.45,1-1,1
2.34-3.24-3.46,2-3,1
2.34-3.26-3.4,5-1,1
2.34-3.26-3.44,1-2,1
2.34-3.3-3.39,1-1,1
2.34-3.31-3.38,1-2,1
2.34-3.33-3.31,2-0,1
2.34-3.37-3.32,0-1,1
2.34-3.42-3.33,3-0,1
2.34-3.46-3.23,1-0,1
2.34-3.47-3.19,0-2,1
2.34-3.48-3.22,0-0,1
2.34-3.49-3.21,0-1,1
2.34-3.5-3.25,1-1,1
2.34-3.51-3.19,3-3,1
2.34-3.54-3.17,2-1,1
2.34-3.57-3.15,1-2,1
2.34-3.64-3.1,2-1,1
2.34-3.65-3.09,3-2,1
2.35-3.1-3.2,1-0,1
2.35-3.17-3.46,0-2,1
2.35-3.2-3.1,4-0,1
2.35-3.23-3.44,3-1,1
2.35-3.25-3,1-3,1
2.35-3.29-3.39,2-0,1
2.35-3.3-3,1-1,1
2.35-3.41-3.2,1-3,1
2.35-3.41-3.21,2-0,1
2.35-3.44-3.29,0-0,1
2.35-3.48-3.15,1-0,1
2.35-3.48-3.21,0-0,1
2.35-3.52-3.18,1-0,1
2.35-3.56-3.14,0-1,1
2.35-3.57-3.13,0-2,1
2.36-3.18-3.42,2-2,1
2.36-3.23-3.48,1-0,1
2.36-3.24-3.37,4-2,1
2.36-3.26-3.44,0-1,1
2.36-3.27-3.43,0-0,1
2.36-3.28-3.38,2-0,1
2.36-3.29-3.36,3-0,1
2.36-3.3-3.3,0-0,1
2.36-3.31-3.35,1-3,1
2.36-3.32-3.33,0-0,1
2.36-3.33-3.26,0-0,1
2.36-3.34-3.31,1-1,1
2.36-3.34-3.37,2-2,1
2.36-3.36-3.24,1-2,1
2.36-3.37-3.22,3-2,1
2.36-3.37-3.28,2-0,1
2.36-3.41-3.3,3-0,1
2.36-3.44-3.22,2-1,1
2.36-3.45-3.21,0-1,1
2.36-3.49-3.12,3-0,1
2.36-3.54-3.14,1-1,1
2.36-3.56-3.12,2-1,1
2.36-3.64-3.11,1-0,1
2.36-3.66-3.05,0-1,1
2.37-2.79-3.5,0-1,1
2.37-2.89-3.25,1-0,1
2.37-3.07-3.66,3-1,1
2.37-3.1-3.2,1-1,1
2.37-3.21-3.49,2-2,1
2.37-3.23-3.46,2-1,1
2.37-3.29-3,1-1,1
2.37-3.3-3.4,2-2,1
2.37-3.33-3.35,2-3,1
2.37-3.34-3.24,2-0,1
2.37-3.35-3.23,2-1,1
2.37-3.37-3.25,2-0,1
2.37-3.37-3.33,2-1,1
2.37-3.38-3.25,3-0,1
2.37-3.39-3.3,3-2,1
2.37-3.4-3.24,3-1,1
2.37-3.43-3.21,2-3,1
2.37-3.46-3.18,3-1,1
2.37-3.51-3.14,1-2,1
2.37-3.51-3.15,2-2,1
2.37-3.59-3.09,0-2,1
2.37-3.6-2.75,3-0,1
2.37-3.6-3.08,3-1,1
2.37-3.63-3.06,0-1,1
2.38-2.9-3.4,1-4,1
2.38-3-3.67,1-1,1
2.38-3.14-3.49,0-3,1
2.38-3.16-3.52,2-2,1
2.38-3.25-3.43,3-1,1
2.38-3.4-2.88,0-2,1
2.38-3.41-3.22,1-1,1
2.38-3.44-3.13,1-1,1
2.38-3.44-3.18,2-2,1
2.38-3.5-2.8,3-3,1
2.38-3.5-3.13,2-4,1
2.38-3.51-3.12,3-0,1
2.38-3.56-3.09,1-0,1
2.38-3.57-3.08,1-1,1
2.38-3.6-3.05,0-1,1
2.38-3.61-3.05,3-1,1
2.38-3.64-3.04,2-1,1
2.38-3.69-2.99,0-1,1
2.39-2.75-3.5,1-1,1
2.39-2.87-3.29,0-1,1
2.39-3.12-3.55,1-1,1
2.39-3.15-3.46,0-2,1
2.39-3.18-3.49,0-2,1
2.39-3.2-3.34,0-0,1
2.39-3.24-3.35,1-1,1
2.39-3.29-2.87,2-1,1
2.39-3.38-3.22,0-1,1
2.39-3.39-2.87,3-3,1
2.39-3.4-3.2,1-0,1
2.39-3.46-3.15,0-2,1
2.39-3.47-3.13,0-1,1
2.39-3.48-3.15,2-2,1
2.39-3.53-3.09,0-2,1
2.39-3.55-3.08,3-0,1
2.39-3.6-2.79,3-1,1
2.39-3.64-3,1-1,1
2.39-3.76-2.94,2-3,1
2.4-2.9-3.25,2-1,1
2.4-3.09-3.51,1-2,1
2.4-3.26-3.37,1-0,1
2.4-3.3-2.88,1-3,1
2.4-3.32-3.25,1-1,1
2.4-3.39-3.24,2-1,1
2.4-3.4-2.8,2-4,1
2.4-3.47-3.12,1-1,1
2.4-3.53-3.07,1-0,1
2.4-3.54-3.13,0-1,1
2.4-3.6-3.02,2-0,1
2.4-3.64-3,0-2,1
2.4-3.67-2.98,0-1,1
2.41-3.26-3.34,2-1,1
2.41-3.28-3.32,0-1,1
2.41-3.29-3.32,0-1,1
2.41-3.32-3.23,3-0,1
2.41-3.35-3.16,1-3,1
2.41-3.36-3.15,0-0,1
2.41-3.37-3.18,1-2,1
2.41-3.4-3.17,1-1,1
2.41-3.4-3.22,2-3,1
2.41-3.42-3.14,1-1,1
2.41-3.45-3.12,1-1,1
2.41-3.46-3.11,1-0,1
2.41-3.49-3.09,1-0,1
2.41-3.51-3.13,3-3,1
2.41-3.52-3.06,1-1,1
2.41-3.52-3.07,1-3,1
2.41-3.58-3.02,4-0,1
2.41-3.66-2.96,1-1,1
2.41-3.85-2.85,1-0,1
2.42-3.22-3.32,1-0,1
2.42-3.25-3.28,1-1,1
2.42-3.27-3.26,1-1,1
2.42-3.37-3.17,4-2,1
2.42-3.4-3.14,3-2,1
2.42-3.41-3.09,1-1,1
2.42-3.41-3.14,1-1,1
2.42-3.42-3.12,4-2,1
2.42-3.46-3.09,2-0,1
2.42-3.49-3.01,1-0,1
2.42-3.51-3.01,2-2,1
2.42-3.52-3.05,1-1,1
2.42-3.53-3.05,0-3,1
2.42-3.57-3.07,4-1,1
2.42-3.6-2.94,3-2,1
2.42-3.67-2.94,2-0,1
2.43-3.17-3.35,1-2,1
2.43-3.27-3.24,1-2,1
2.43-3.28-3.3,0-1,1
2.43-3.29-3.23,3-0,1
2.43-3.29-3.28,1-2,1
2.43-3.41-3.12,4-1,1
2.43-3.45-3.09,2-2,1
2.43-3.45-3.15,0-2,1
2.43-3.54-3.02,0-0,1
2.43-3.56-3.01,1-0,1
2.44-3.19-3.27,2-3,1
2.44-3.19-3.31,2-1,1
2.44-3.25-3.2,1-1,1
2.44-3.29-3.21,1-0,1
2.44-3.31-3.14,1-2,1
2.44-3.4-3.16,2-3,1
2.44-3.42-3.14,1-3,1
2.44-3.44-3.08,0-0,1
2.44-3.47-3.11,2-5,1
2.44-3.49-3.04,2-1,1
2.44-3.58-2.98,2-2,1
2.44-3.58-2.99,5-1,1
2.44-3.65-2.93,1-1,1
2.44-3.73-2.84,1-0,1
2.45-2.79-3.29,1-0,1
2.45-2.87-3.29,1-2,1
2.45-2.88-3.25,1-0,1
2.45-2.9-3.2,4-1,1
2.45-3-3.2,0-0,1
2.45-3.1-3.1,1-2,1
2.45-3.16-3.33,0-2,1
2.45-3.19-3.35,1-1,1
2.45-3.2-2.87,0-2,1
2.45-3.2-2.88,1-1,1
2.45-3.2-2.89,0-5,1
2.45-3.2-3,1-2,1
2.45-3.23-3.32,1-0,1
2.45-3.25-2.89,1-2,1
2.45-3.29-2.87,1-0,1
2.45-3.3-2.88,1-2,1
2.45-3.37-3.12,1-2,1
2.45-3.38-3.11,2-3,1
2.45-3.4-2.75,2-2,1
2.45-3.5-2.7,1-2,1
2.45-3.5-2.97,0-1,1
2.45-3.6-2.99,1-1,1
2.45-3.62-2.93,1-1,1
2.46-3.11-3.44,2-2,1
2.46-3.15-3.37,1-0,1
2.46-3.25-3.22,1-2,1
2.46-3.25-3.26,1-0,1
2.46-3.42-3.07,2-0,1
2.46-3.48-3.06,5-0,1
2.46-3.5-3,0-1,1
2.46-3.51-3,0-2,1
2.46-3.54-2.98,0-3,1
2.46-3.57-2.96,1-1,1
2.47-3.08-3.36,3-2,1
2.47-3.13-3.38,0-1,1
2.47-3.22-3.28,0-0,1
2.47-3.3-3.16,1-0,1
2.47-3.38-3.09,2-1,1
2.47-3.41-3.11,0-2,1
2.47-3.44-3.03,2-2,1
2.47-3.47-3,3-1,1
2.47-3.47-3.06,0-3,1
2.47-3.49-2.95,3-1,1
2.47-3.49-2.99,2-0,1
2.47-3.5-2.98,2-0,1
2.47-3.5-2.99,0-0,1
2.47-3.51-2.98,4-4,1
2.47-3.53-2.96,1-1,1
2.47-3.58-2.93,1-1,1
2.48-3.08-3.36,0-1,1
2.48-3.17-3.27,4-2,1
2.48-3.22-3.22,0-1,1
2.48-3.27-3.16,0-2,1
2.48-3.37-3.08,0-2,1
2.48-3.45-2.96,1-0,1
2.48-3.49-2.98,0-1,1
2.48-3.5-2.93,0-4,1
2.48-3.51-2.97,2-2,1
2.48-3.51-3.02,1-1,1
2.48-3.54-2.95,2-2,1
2.48-3.77-2.8,2-0,1
2.49-3.21-3.21,2-2,1
2.49-3.31-3.11,2-1,1
2.49-3.35-3.08,1-0,1
2.49-3.36-3.06,0-4,1
2.49-3.37-3.06,1-3,1
2.49-3.41-3.03,1-2,1
2.49-3.42-3.02,3-0,1
2.49-3.44-2.96,3-1,1
2.49-3.45-3,0-2,1
2.49-3.45-3.04,0-0,1
2.49-3.46-2.99,1-0,1
2.49-3.46-3.03,1-0,1
2.49-3.49-3,2-1,1
2.49-3.54-2.93,0-1,1
2.49-3.57-2.91,3-2,1
2.49-3.59-2.89,1-1,1
2.5-2.75-3.29,2-1,1
2.5-2.88-3.2,0-0,1
2.5-2.99-3.5,1-0,1
2.5-3.04-3.43,2-1,1
2.5-3.07-3.34,0-2,1
2.5-3.2-2.79,1-0,1
2.5-3.2-2.88,3-0,1
2.5-3.22-3.23,3-2,1
2.5-3.24-3.18,2-3,1
2.5-3.25-2.8,0-1,1
2.5-3.29-2.79,2-3,1
2.5-3.3-2.75,1-1,1
2.5-3.31-3.14,1-2,1
2.5-3.33-3.08,1-2,1
2.5-3.36-3.05,2-2,1
2.5-3.42-3,5-0,1
2.5-3.42-3.01,0-2,1
2.5-3.47-2.92,2-2,1
2.5-3.48-3.01,2-2,1
2.5-3.57-2.85,1-1,1
2.5-3.6-2.6,1-2,1
2.5-3.62-2.92,2-0,1
2.5-3.64-2.85,1-0,1
2.51-3.12-3.27,0-0,1
2.51-3.27-3.12,2-0,1
2.51-3.27-3.17,1-1,1
2.51-3.31-3.03,2-2,1
2.51-3.31-3.04,0-3,1
2.51-3.31-3.13,1-0,1
2.51-3.38-3.01,0-2,1
2.51-3.4-3.01,1-1,1
2.51-3.47-2.91,2-1,1
2.51-3.49-2.9,3-1,1
2.51-3.5-2.93,3-1,1
2.51-3.51-2.92,2-2,1
2.51-3.53-2.91,1-2,1
2.51-3.55-2.89,2-3,1
2.51-3.56-2.86,1-1,1
2.51-3.57-2.89,3-0,1
2.51-3.71-2.84,3-3,1
2.52-3.07-3.37,0-0,1
2.52-3.17-3.25,0-0,1
2.52-3.24-3.14,1-1,1
2.52-3.27-3.1,0-0,1
2.52-3.33-3,2-0,1
2.52-3.37-3.02,1-3,1
2.52-3.39-2.99,0-1,1
2.52-3.39-3,1-2,1
2.52-3.4-3,0-2,1
2.52-3.41-2.94,1-1,1
2.52-3.46-2.94,1-2,1
2.52-3.51-2.87,1-0,1
2.52-3.52-2.91,2-1,1
2.52-3.57-2.87,1-1,1
2.52-3.6-2.85,2-1,1
2.52-3.65-2.82,1-1,1
2.52-3.68-2.85,1-1,1
2.52-3.73-2.78,1-0,1
2.53-3.18-3.13,1-1,1
2.53-3.26-3.09,1-2,1
2.53-3.26-3.15,1-2,1
2.53-3.29-3.07,2-3,1
2.53-3.31-3.1,0-0,1
2.53-3.35-2.98,0-0,1
2.53-3.37-3.01,2-2,1
2.53-3.41-2.97,1-1,1
2.53-3.47-2.93,1-2,1
2.53-3.48-2.93,2-2,1
2.53-3.53-2.88,0-0,1
2.53-3.55-2.83,0-0,1
2.53-3.57-2.85,4-1,1
2.53-3.59-2.81,2-3,1
2.53-3.63-2.82,3-2,1
2.54-2.87-3.1,2-0,1
2.54-2.89-3.1,0-1,1
2.54-3-3,0-0,1
2.54-3.11-3.28,0-1,1
2.54-3.2-2.75,4-0,1
2.54-3.22-3.17,1-0,1
2.54-3.26-3.03,2-1,1
2.54-3.26-3.07,0-4,1
2.54-3.33-3.02,0-1,1
2.54-3.34-3.05,1-0,1
2.54-3.36-2.99,3-2,1
2.54-3.38-2.98,0-0,1
2.54-3.43-2.94,1-0,1
2.54-3.45-2.97,0-0,1
2.54-3.48-2.82,1-2,1
2.54-3.5-2.6,0-0,1
2.54-3.52-2.88,1-2,1
2.54-3.74-2.75,2-1,1
2.55-3-2.9,0-3,1
2.55-3.22-3.15,0-0,1
2.55-3.28-3.05,0-0,1
2.55-3.29-3,1-1,1
2.55-3.29-3.03,3-0,1
2.55-3.3-2.7,1-1,1
2.55-3.38-2.98,1-2,1
2.55-3.42-2.98,0-0,1
2.55-3.55-2.85,0-1,1
2.55-3.66-2.82,1-1,1
2.55-3.78-2.71,0-1,1
2.56-3.08-3.22,0-1,1
2.56-3.23-3.04,1-2,1
2.56-3.28-3.08,2-2,1
2.56-3.3-3.02,0-0,1
2.56-3.36-3.01,3-1,1
2.56-3.38-2.91,2-1,1
2.56-3.45-2.9,1-0,1
2.56-3.5-2.87,1-2,1
2.56-3.6-2.81,5-1,1
2.56-3.78-2.75,1-5,1
2.57-2.97-3.34,0-1,1
2.57-2.99-3.31,2-1,1
2.57-3.11-3.18,1-1,1
2.57-3.12-3.19,0-2,1
2.57-3.26-2.99,3-0,1
2.57-3.26-3.04,2-0,1
2.57-3.26-3.08,0-1,1
2.57-3.27-2.99,1-1,1
2.57-3.28-3.01,1-1,1
2.57-3.32-3.03,2-0,1
2.57-3.37-2.9,2-3,1
2.57-3.42-2.91,2-0,1
2.57-3.47-2.92,2-1,1
2.57-3.57-2.8,0-0,1
2.57-3.59-2.79,2-1,1
2.58-3.18-3.1,0-0,1
2.58-3.28-3.02,0-2,1
2.58-3.34-2.96,3-2,1
2.58-3.35-2.92,0-1,1
2.58-3.4-2.92,2-1,1
2.58-3.41-2.95,2-2,1
2.58-3.45-2.87,2-3,1
2.58-3.48-2.82,1-0,1
2.58-3.51-2.85,1-2,1
2.58-3.52-2.83,2-1,1
2.58-3.54-2.82,1-1,1
2.58-3.54-2.86,4-2,1
2.58-3.55-2.83,0-2,1
2.58-3.64-2.71,1-1,1
2.58-3.65-2.75,3-1,1
2.59-3.28-2.99,0-2,1
2.59-3.3-2.98,0-2,1
2.59-3.35-2.94,2-1,1
2.59-3.38-2.95,1-1,1
2.59-3.41-2.89,3-2,1
2.59-3.42-2.86,0-1,1
2.6-2.79-3.1,1-2,1
2.6-2.88-3,0-0,1
2.6-2.89-3,0-0,1
2.6-3.1-2.8,1-2,1
2.6-3.1-3.15,1-0,1
2.6-3.2-2.7,1-1,1
2.6-3.2-2.8,1-2,1
2.6-3.23-3.02,0-1,1
2.6-3.28-2.93,1-1,1
2.6-3.29-2.62,1-1,1
2.6-3.29-3.02,0-2,1
2.6-3.3-2.63,1-2,1
2.6-3.34-2.93,2-1,1
2.6-3.35-2.88,2-2,1
2.6-3.38-2.9,0-0,1
2.6-3.39-2.6,0-1,1
2.6-3.42-2.84,1-1,1
2.6-3.43-2.86,1-0,1
2.6-3.45-2.85,0-1,1
2.6-3.5-2.54,4-1,1
2.6-3.55-2.78,1-2,1
2.6-3.73-2.69,1-1,1
2.61-3.25-3,0-0,1
2.61-3.26-2.98,2-2,1
2.61-3.27-2.98,4-3,1
2.61-3.36-2.9,2-4,1
2.61-3.37-2.89,1-0,1
2.61-3.42-2.9,0-0,1
2.61-3.43-2.86,0-1,1
2.61-3.44-2.85,1-0,1
2.61-3.48-2.86,0-0,1
2.61-3.49-2.81,0-1,1
2.61-3.51-2.82,1-1,1
2.61-3.54-2.78,3-1,1
2.61-3.56-2.73,1-2,1
2.61-3.56-2.77,5-1,1
2.62-2.87-2.87,2-1,1
2.62-2.89-3,1-0,1
2.62-2.95-3.34,0-0,1
2.62-3.17-3,2-2,1
2.62-3.2-2.75,5-0,1
2.62-3.21-3.01,1-0,1
2.62-3.26-3.03,1-0,1
2.62-3.27-2.95,0-3,1
2.62-3.29-2.6,2-1,1
2.62-3.42-2.85,2-2,1
